rank_window,heat_score,heat_rank_score,source,kind,agency,title,published_date,url,document_url,format,rationale,heat_score_today,exact_url_mentions_today,filename_mentions_today,canonical_mentions_today,social_exact_mentions_today,crawl_hits_today,providers_checked_today,errors_today,heat_score_7d,exact_url_mentions_7d,filename_mentions_7d,canonical_mentions_7d,social_exact_mentions_7d,crawl_hits_7d,providers_checked_7d,errors_7d,heat_score_30d,exact_url_mentions_30d,filename_mentions_30d,canonical_mentions_30d,social_exact_mentions_30d,crawl_hits_30d,providers_checked_30d,errors_30d
7d,0.0,0.0,NYC Rules - Proposed,rule,DOT,Citywide Truck Routes,2026-06-09,https://rules.cityofnewyork.us/rule/dot-proposed-amendment-of-rules-relating-to-citywide-truck-routes,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DCWP,Self-Storage Facilities and Storage Warehouses,2026-05-18,https://rules.cityofnewyork.us/rule/self-storage-facilities-and-storage-warehouses,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DCWP,Debt Collector Penalty Schedule,2026-06-01,https://rules.cityofnewyork.us/rule/debt-collector-penalty-schedule,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,COIB,Donations and Gifts to the City - extension of public comment period,2026-06-23,https://rules.cityofnewyork.us/rule/donations-and-gifts-to-the-city-extension-of-public-comment-period,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DCWP,Cancellation of Subscriptions,2026-05-08,https://rules.cityofnewyork.us/rule/cancellation-of-subscriptions,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DSNY,Implementation Dates for the Brooklyn North and Upper Manhattan Commercial Waste Zones,2026-05-08,https://rules.cityofnewyork.us/rule/implementation-dates-for-the-brooklyn-north-and-upper-manhattan-commercial-waste-zonesdsny-proposed-implementation-dates-for-the-brooklyn-north-and-upper-manhattan-commercial-waste-zones,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DCWP,Implementation of Licensing Laws,2026-05-04,https://rules.cityofnewyork.us/rule/implementation-of-licensing-laws,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DOB,Sidewalk Sheds,2026-04-27,https://rules.cityofnewyork.us/rule/amendment-of-rules-relating-to-sidewalk-sheds,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DOT,City-Owned Bicycle Racks,2026-04-24,https://rules.cityofnewyork.us/rule/proposed-rules-relating-to-city-owned-bicycle-racks,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DCWP,Adjudicatory Proceedings,2026-04-23,https://rules.cityofnewyork.us/rule/adjudicatory-proceedings,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,4.0,0,2,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,SBS,Petitions for Agency Rulemaking,2026-04-28,https://rules.cityofnewyork.us/rule/petitions-for-agency-rulemaking,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DEP,Noise Monitoring Penalty Rule,2026-04-03,https://rules.cityofnewyork.us/rule/noise-monitoring-penalty-rule,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DOF,Utility Company Properties,2026-04-13,https://rules.cityofnewyork.us/rule/amendment-of-rules-relating-to-utility-company-properties,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,LOFT BOARD,Article 7B Compliance and Amendments to Fine Schedule,2026-03-19,https://rules.cityofnewyork.us/rule/article-7b-compliance-and-amendments-to-fine-schedule,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DOB,Construction Superintendent License Qualifications,2026-03-23,https://rules.cityofnewyork.us/rule/amendment-to-rules-relating-to-construction-superintendent-license-qualificartions,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,LOFT BOARD,Protected Occupancy,2026-03-19,https://rules.cityofnewyork.us/rule/protected-occupancy,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DOT,Proposed Amendments to Highway Rules,2026-03-09,https://rules.cityofnewyork.us/rule/proposed-amendments-to-highway-rules,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DCWP,Protected Time Off Under the Earned Safe and Sick Time Act,2026-03-02,https://rules.cityofnewyork.us/rule/protected-time-off-under-the-earned-safe-and-sick-time-act,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DPR,Update to Parks’ List of Qualifying Documents for Disability Membership Fees,2026-02-18,https://rules.cityofnewyork.us/rule/dpr-proposed-update-to-parks-list-of-qualifying-documents-for-disability-membership-fees,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,BOC,Mental Health and Health Care Standards in NYC Correctional Facilities,2026-02-10,https://rules.cityofnewyork.us/rule/mental-health-and-health-care-standards-in-nyc-correctional-facilities,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,MOME,Proposed Rule Withdrawn - MOME Proposed Amended Rules re Press Credentials,2026-05-30,https://rules.cityofnewyork.us/rule/mome-proposed-amended-rules-re-press-credentials,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,COMPT,Wage Requirements for Construction Employees,2026-01-28,https://rules.cityofnewyork.us/rule/wage-requirements-for-construction-employees,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,TLC,Driver License and Education Amendments,2025-12-17,https://rules.cityofnewyork.us/rule/driver-license-and-education-amendments,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DOB,Establishment of Temporary Residence Program for Eligible Basement or Cellar Residences,2025-12-11,https://rules.cityofnewyork.us/rule/establishment-of-temporary-residence-program-for-eligible-basement-or-cellar-residences,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,HPD,HPD Rules Relating to Right of Return for Basement or Cellar Residences,2025-12-12,https://rules.cityofnewyork.us/rule/hpd-rules-relating-to-right-of-return-for-basement-or-cellar-residences,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DHS,HRA CityFHEPS Unit Hold Incentive Payment Discontinuance Rule,2025-11-05,https://rules.cityofnewyork.us/rule/hra-cityfheps-unit-hold-incentive-payment-discontinuance-rule,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,PPB,Amendment of PPB Rules Relating to HHS Accelerator,2025-11-17,https://rules.cityofnewyork.us/rule/amendment-of-ppb-rules-relating-to-hhs-accelerator,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DOF,Business Corporation Tax Implementation Rules,2025-11-20,https://rules.cityofnewyork.us/rule/business-corporation-tax-implementation-rules,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,HRA,IDNYC Acceptable Documents Description,2025-10-17,https://rules.cityofnewyork.us/rule/idnyc-acceptable-documents-description,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,FDNY,Uncertified Storage Batteries for Powered Mobility Devices,2025-10-01,https://rules.cityofnewyork.us/rule/uncertified-storage-batteries-for-powered-mobility-devices,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DCWP,License Application and Renewal,2025-08-15,https://rules.cityofnewyork.us/rule/license-application-and-renewal,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DOHMH,Outdoor Dining Areas,2025-07-18,https://rules.cityofnewyork.us/rule/amendment-of-rules-relating-to-outdoor-dining-areas,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DOT,Commercial Cyclist Rules,2025-09-02,https://rules.cityofnewyork.us/rule/commercial-cyclist-rules,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,COIB,Donations and Gifts to the City,2025-09-16,https://rules.cityofnewyork.us/rule/donations-and-gifts-to-the-city,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DCWP,Pedicab Registration Plate Application Pool,2024-12-30,https://rules.cityofnewyork.us/rule/amendment-of-rules-relating-to-pedicab-registration-plate-application-pool,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DCWP,Debt Collectors,2024-12-12,https://rules.cityofnewyork.us/rule/amendment-of-rules-relating-to-debt-collectors,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DHS,Publication of Information Regarding New Homeless Shelters,2024-12-02,https://rules.cityofnewyork.us/rule/relating-to-publication-of-information-regarding-new-homeless-shelters,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,HRA,Renoticed Eligibility for Fair Fares Program,2024-11-15,https://rules.cityofnewyork.us/rule/renoticed-eligibility-for-fair-fares-program,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,HRA,Eligibility for Fair Fares Program - See Rescheduled Hearing Notice - New Hearing Date,2024-11-15,https://rules.cityofnewyork.us/rule/eiligibilty-for-fair-fares-program,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,CCHR,Amendment to Rules Governing Employment Discrimination Based on Criminal History,2024-09-05,https://rules.cityofnewyork.us/rule/final-proposed-amendment-to-rules-governing-employment-discrimination-based-on-criminal-history,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,TLC,Interior Advertising in For-Hire Vehicles,2024-08-14,https://rules.cityofnewyork.us/rule/interior-advertising-in-for-hire-vehicles,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DOT,Authorization of CECM to Establish Requirements and Issue Permits for Events and Activities Held on Open Streets.,2024-04-22,https://rules.cityofnewyork.us/rule/authorization-of-cecm-to-establish-requirements-and-issue-permits-for-events-and-activities-held-on-open-streets,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,CECM-SAPO,Rules for Open Street Events,2024-04-22,https://rules.cityofnewyork.us/rule/rules-for-open-street-events,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,FDNY,Fire Safety at Production Locations; Production Location Fire Safety Manager Certificate of Fitness; and Production Location Fire Safety Manager Training Courses,2023-12-12,https://rules.cityofnewyork.us/rule/fire-safety-at-production-locations-production-location-fire-safety-manager-certificate-of-fitness-and-production-location-fire-safety-manager-training-courses,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,NYPD,HEARING CANCELED (to be rescheduled) - Second-Hand Sales of Catalytic Converters,2023-06-16,https://rules.cityofnewyork.us/rule/second-hand-sales-of-catalytic-converters,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DOT,Blocking Pedestrian Ramps at Unmarked Crosswalks and Unaltered Commercial Vehicle Markings,2023-09-05,https://rules.cityofnewyork.us/rule/blocking-pedestrian-ramps-at-unmarked-crosswalks-and-unaltered-commercial-vehicle-markings,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DCWP,Minimum Pay for Food Delivery Workers,2022-12-16,https://rules.cityofnewyork.us/rule/minimum-pay-for-food-delivery-workers,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DCWP,Automated Employment Decision Tools,2022-10-24,https://rules.cityofnewyork.us/rule/automated-employment-decision-tools-2,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DCWP,Price Scanner Requirements Related to Item Pricing Exception,2022-05-02,https://rules.cityofnewyork.us/rule/price-scanner-requirements-related-to-item-pricing-exception,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Proposed,rule,DCWP,Sightseeing Buses,2022-06-22,https://rules.cityofnewyork.us/rule/sightseeing-buses,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,2.0,0,1,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Adopted,rule,HPD,Natural Gas Detectors,2027-01-01,https://rules.cityofnewyork.us/rule/hpd-proposed-rule-amendments-regarding-natural-gas-detectors,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Adopted,rule,FDNY,Fees for Ambulance Treatment and Transport Services,2026-07-01,https://rules.cityofnewyork.us/rule/proposed-amendment-of-rules-relating-to-fees-for-ambulance-treatment-and-transport-services,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Adopted,rule,DPR,Emergency Rule - 2026 Summer Special Events Permits,2026-03-18,https://rules.cityofnewyork.us/rule/emergency-rule-2026-summer-special-events-permits,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Adopted,rule,DM EJ,Centralized Construction Mentor Program,2026-06-19,https://rules.cityofnewyork.us/rule/centralized-construction-mentor-program,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Adopted,rule,DCWP,Home Improvement Contractor Disclosures,2026-06-19,https://rules.cityofnewyork.us/rule/home-improvement-contractor-disclosures,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Adopted,rule,DOB,Gas Piping Inspection Entities,2026-06-10,https://rules.cityofnewyork.us/rule/amendment-of-rules-regarding-gas-piping-inspection-entities,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Adopted,rule,BSA,Affordable Housing Fast Track Amendments,2026-06-17,https://rules.cityofnewyork.us/rule/bsa-ahft,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Adopted,rule,DOF,Speed Cameras and the Weigh-in-Motion Violation Monitoring System,2026-06-13,https://rules.cityofnewyork.us/rule/amendment-of-rules-relating-to-speed-cameras-and-the-weigh-in-motion-violation-monitoring-system,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Adopted,rule,DOF,Enforcement of Parking Requirements by New York Downstate Health Sciences University Police Officers,2026-06-07,https://rules.cityofnewyork.us/rule/amendment-of-rules-relating-to-enforcement-of-parking-requirements,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Adopted,rule,DOB,"Elevators, Escalators, Personnel Hoists and Moving Walks",2026-06-11,https://rules.cityofnewyork.us/rule/proposed-rule-amendment-of-rules-relating-to-elevators-escalators-personnel-hoists-and-moving-walks,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Adopted,rule,DSNY,Implementation of the Eighth and Ninth Commercial Waste Zones and Infrequent Waste Generators (Amended),2026-05-03,https://rules.cityofnewyork.us/rule/implementation-of-the-eighth-and-ninth-commercial-waste-zones-and-infrequent-waste-generators-amended,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Adopted,rule,DCWP,Expiration Dates of Electronic Licenses,2026-05-02,https://rules.cityofnewyork.us/rule/expiration-dates-of-electronic-licenses,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Adopted,rule,DOF,Childcare Center Tax Abatement,2026-04-11,https://rules.cityofnewyork.us/rule/rules-relating-to-the-childcare-center-tax-abatement,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",,0.0,0,0,0,0,0,"googlenews,hackernews",
7d,0.0,0.0,NYC Rules - Adopted,rule,DHS,Emergency Rule Repealing The Low Barrier Bed Placement Process Rule,2026-05-30,https://rules.cityofnewyork.us/rule/emergency-rule-repealing-the-low-barrier-bed-placement-process-rule,,html,no public exact-link mentions found in checked heat sources,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://rules.cityofnewyork.us/rule/emergency-rule-repealing-the-low-barrier-bed-placement-process-rule:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Frules.cityofnewyork.us%2Frule%2Femergency-rule-repealing-the-low-barrier-bed-placement-process-rule%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:emergency-rule-repealing-the-low-barrier-bed-placement-process-rule:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22emergency-rule-repealing-the-low-barrier-bed-placement-process-rule%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://rules.cityofnewyork.us/rule/emergency-rule-repealing-the-low-barrier-bed-placement-process-rule:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Frules.cityofnewyork.us%2Frule%2Femergency-rule-repealing-the-low-barrier-bed-placement-process-rule%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:emergency-rule-repealing-the-low-barrier-bed-placement-process-rule:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22emergency-rule-repealing-the-low-barrier-bed-placement-process-rule%22&hl=en-US&gl=US&ceid=US%3Aen,0.0,0,0,0,0,0,"googlenews,hackernews",googlenews:https://rules.cityofnewyork.us/rule/emergency-rule-repealing-the-low-barrier-bed-placement-process-rule:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22https%3A%2F%2Frules.cityofnewyork.us%2Frule%2Femergency-rule-repealing-the-low-barrier-bed-placement-process-rule%22&hl=en-US&gl=US&ceid=US%3Aen | googlenews:emergency-rule-repealing-the-low-barrier-bed-placement-process-rule:503 Server Error: Service Unavailable for url: https://news.google.com/rss/search?q=%22emergency-rule-repealing-the-low-barrier-bed-placement-process-rule%22&hl=en-US&gl=US&ceid=US%3Aen
